From	To	Species	Gene Name
ENSG00000164674	94120	Homo sapiens	synaptotagmin-like 3
ENSG00000101294	81502	Homo sapiens	histocompatibility (minor) 13
ENSG00000105640	285053	Homo sapiens	ribosomal protein L18a pseudogene 6; ribosomal protein L18a
ENSG00000105640	6142	Homo sapiens	ribosomal protein L18a pseudogene 6; ribosomal protein L18a
ENSG00000101298	9751	Homo sapiens	syntaphilin; RAD21-like 1 (S. pombe)
ENSG00000101298	642636	Homo sapiens	syntaphilin; RAD21-like 1 (S. pombe)
ENSG00000082074	2533	Homo sapiens	FYN binding protein (FYB-120/130)
ENSG00000133119	5983	Homo sapiens	replication factor C (activator 1) 3, 38kDa
ENSG00000132676	7818	Homo sapiens	death associated protein 3
ENSG00000114473	84223	Homo sapiens	IQ motif containing G
ENSG00000177981	140461	Homo sapiens	ankyrin repeat and SOCS box-containing 8
ENSG00000101493	9658	Homo sapiens	zinc finger protein 516
ENSG00000072786	6793	Homo sapiens	serine/threonine kinase 10
ENSG00000159216	861	Homo sapiens	runt-related transcription factor 1
ENSG00000119514	79695	Homo sapiens	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 12 (GalNAc-T12)
ENSG00000145428	285533	Homo sapiens	ring finger protein 175
ENSG00000079691	55604	Homo sapiens	leucine rich repeat containing 16A
ENSG00000112031	54516	Homo sapiens	mitochondrial translational release factor 1-like
ENSG00000151388	81792	Homo sapiens	ADAM metallopeptidase with thrombospondin type 1 motif, 12
ENSG00000185885	8519	Homo sapiens	interferon induced transmembrane protein 1 (9-27)
ENSG00000133112	7178	Homo sapiens	similar to tumor protein, translationally-controlled 1; tumor protein, translationally-controlled 1
ENSG00000133112	285741	Homo sapiens	similar to tumor protein, translationally-controlled 1; tumor protein, translationally-controlled 1
ENSG00000133112	389787	Homo sapiens	similar to tumor protein, translationally-controlled 1; tumor protein, translationally-controlled 1
ENSG00000151176	196463	Homo sapiens	phospholipase B domain containing 2
ENSG00000164970	203259	Homo sapiens	chromosome 9 open reading frame 25
ENSG00000184588	5142	Homo sapiens	phosphodiesterase 4B, cAMP-specific (phosphodiesterase E4 dunce homolog, Drosophila)
ENSG00000160214	8568	Homo sapiens	ribosomal RNA processing 1 homolog (S. cerevisiae)
ENSG00000106348	3614	Homo sapiens	IMP (inosine monophosphate) dehydrogenase 1
ENSG00000100100	113791	Homo sapiens	phosphoinositide-3-kinase interacting protein 1
ENSG00000143105	3744	Homo sapiens	potassium voltage-gated channel, shaker-related subfamily, member 10
ENSG00000100101	79159	Homo sapiens	nucleolar protein 12
ENSG00000204356	7936	Homo sapiens	RD RNA binding protein
ENSG00000164978	318	Homo sapiens	nudix (nucleoside diphosphate linked moiety X)-type motif 2
ENSG00000123612	130399	Homo sapiens	activin A receptor, type IC
ENSG00000204351	6499	Homo sapiens	superkiller viralicidic activity 2-like (S. cerevisiae)
ENSG00000126746	171017	Homo sapiens	zinc finger protein 384
ENSG00000139292	8549	Homo sapiens	leucine-rich repeat-containing G protein-coupled receptor 5
ENSG00000110042	23220	Homo sapiens	deltex homolog 4 (Drosophila)
ENSG00000119760	9913	Homo sapiens	suppressor of Ty 7 (S. cerevisiae)-like
ENSG00000187325	51616	Homo sapiens	TAF9B RNA polymerase II, TATA box binding protein (TBP)-associated factor, 31kDa
ENSG00000125888	140836	Homo sapiens	barrier to autointegration factor 2
ENSG00000130522	3727	Homo sapiens	jun D proto-oncogene
ENSG00000203784	149018	Homo sapiens	late cornified envelope-like proline-rich 1
ENSG00000124743	401265	Homo sapiens	kelch-like 31 (Drosophila)
ENSG00000141232	10140	Homo sapiens	transducer of ERBB2, 1
ENSG00000076944	6813	Homo sapiens	syntaxin binding protein 2
ENSG00000167525	147011	Homo sapiens	protein interacting with cyclin A1
ENSG00000130312	64981	Homo sapiens	mitochondrial ribosomal protein L34
ENSG00000149577	51092	Homo sapiens	SID1 transmembrane family, member 2
ENSG00000105865	11062	Homo sapiens	dihydrouridine synthase 4-like (S. cerevisiae)
ENSG00000149575	6327	Homo sapiens	sodium channel, voltage-gated, type II, beta
ENSG00000179295	442113	Homo sapiens	protein tyrosine phosphatase, non-receptor type 11; similar to protein tyrosine phosphatase, non-receptor type 11
ENSG00000179295	5781	Homo sapiens	protein tyrosine phosphatase, non-receptor type 11; similar to protein tyrosine phosphatase, non-receptor type 11
ENSG00000179295	344593	Homo sapiens	protein tyrosine phosphatase, non-receptor type 11; similar to protein tyrosine phosphatase, non-receptor type 11
ENSG00000166750	162394	Homo sapiens	schlafen family member 5
ENSG00000179294	100170841	Homo sapiens	chromosome 17 open reading frame 96
ENSG00000164615	819	Homo sapiens	calcium modulating ligand
ENSG00000184574	57121	Homo sapiens	lysophosphatidic acid receptor 5
ENSG00000152022	128077	Homo sapiens	Lix1 homolog (mouse)-like
ENSG00000137038	90871	Homo sapiens	chromosome 9 open reading frame 123
ENSG00000090060	10914	Homo sapiens	poly(A) polymerase alpha
ENSG00000071073	11320	Homo sapiens	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme A
ENSG00000164611	9232	Homo sapiens	pituitary tumor-transforming 1; pituitary tumor-transforming 2
ENSG00000164611	10744	Homo sapiens	pituitary tumor-transforming 1; pituitary tumor-transforming 2
ENSG00000177721	389289	Homo sapiens	chromosome 5 open reading frame 39
ENSG00000177917	151188	Homo sapiens	ADP-ribosylation-like factor 6 interacting protein 6
ENSG00000185818	339983	Homo sapiens	N-acetyltransferase 8-like (GCN5-related, putative)
ENSG00000133136	347687	Homo sapiens	guanine nucleotide binding protein (G protein), gamma 5 pseudogene 2
ENSG00000089327	53827	Homo sapiens	FXYD domain containing ion transport regulator 5
ENSG00000111554	56890	Homo sapiens	Mdm1 nuclear protein homolog (mouse)
ENSG00000076003	4175	Homo sapiens	minichromosome maintenance complex component 6
ENSG00000176679	90655	Homo sapiens	TGFB-induced factor homeobox 2-like, Y-linked
ENSG00000170537	79905	Homo sapiens	transmembrane channel-like 7
ENSG00000215126	653510	Homo sapiens	COBW domain containing 5; similar to COBW domain containing 1; COBW domain containing 7; COBW domain containing 3
ENSG00000215126	728013	Homo sapiens	COBW domain containing 5; similar to COBW domain containing 1; COBW domain containing 7; COBW domain containing 3
ENSG00000215126	445571	Homo sapiens	COBW domain containing 5; similar to COBW domain containing 1; COBW domain containing 7; COBW domain containing 3
ENSG00000215126	220869	Homo sapiens	COBW domain containing 5; similar to COBW domain containing 1; COBW domain containing 7; COBW domain containing 3
ENSG00000130309	79709	Homo sapiens	glycosyltransferase 25 domain containing 1
ENSG00000025772	10953	Homo sapiens	translocase of outer mitochondrial membrane 34
ENSG00000184986	80757	Homo sapiens	transmembrane protein 121
ENSG00000149573	10205	Homo sapiens	myelin protein zero-like 2
ENSG00000090266	4708	Homo sapiens	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 2, 8kDa
ENSG00000130513	9518	Homo sapiens	growth differentiation factor 15
ENSG00000172680	4342	Homo sapiens	v-mos Moloney murine sarcoma viral oncogene homolog
ENSG00000104365	3551	Homo sapiens	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta
ENSG00000049247	10911	Homo sapiens	urotensin 2
ENSG00000100129	51386	Homo sapiens	eukaryotic translation initiation factor 3, subunit L
ENSG00000146729	2631	Homo sapiens	glioblastoma amplified sequence
ENSG00000172404	150353	Homo sapiens	DnaJ (Hsp40) homolog, subfamily B, member 7
ENSG00000127324	7103	Homo sapiens	tetraspanin 8
ENSG00000180929	118442	Homo sapiens	G protein-coupled receptor 62
ENSG00000140992	5170	Homo sapiens	3-phosphoinositide dependent protein kinase-1
ENSG00000110025	29907	Homo sapiens	sorting nexin 15
ENSG00000198498	55319	Homo sapiens	chromosome 4 open reading frame 43
ENSG00000132646	5111	Homo sapiens	proliferating cell nuclear antigen
ENSG00000196352	1604	Homo sapiens	CD55 molecule, decay accelerating factor for complement (Cromer blood group)
ENSG00000101132	5203	Homo sapiens	prefoldin subunit 4
ENSG00000110958	10728	Homo sapiens	prostaglandin E synthase 3 (cytosolic)
ENSG00000197217	9583	Homo sapiens	ectonucleoside triphosphate diphosphohydrolase 4
ENSG00000131389	6533	Homo sapiens	solute carrier family 6 (neurotransmitter transporter, taurine), member 6
ENSG00000132434	55915	Homo sapiens	LanC lantibiotic synthetase component C-like 2 (bacterial)
ENSG00000186462	4674	Homo sapiens	nucleosome assembly protein 1-like 2
ENSG00000076928	9138	Homo sapiens	Rho guanine nucleotide exchange factor (GEF) 1
ENSG00000136636	51133	Homo sapiens	potassium channel tetramerisation domain containing 3
ENSG00000203950	26071	Homo sapiens	family with sequence similarity 127, member B
ENSG00000081154	57092	Homo sapiens	PEST proteolytic signal containing nuclear protein
ENSG00000005156	3980	Homo sapiens	ligase III, DNA, ATP-dependent
ENSG00000186469	54331	Homo sapiens	guanine nucleotide binding protein (G protein), gamma 2
ENSG00000167740	124936	Homo sapiens	cytochrome b5 domain containing 2
ENSG00000187714	6572	Homo sapiens	solute carrier family 18 (vesicular acetylcholine), member 3
ENSG00000213853	2013	Homo sapiens	epithelial membrane protein 2
ENSG00000177946	92806	Homo sapiens	hypothetical protein MGC16385
ENSG00000132631	140856	Homo sapiens	chromosome 20 open reading frame 79
ENSG00000110013	54414	Homo sapiens	sialic acid acetylesterase
ENSG00000101126	23394	Homo sapiens	activity-dependent neuroprotector homeobox
ENSG00000137251	27283	Homo sapiens	tubulointerstitial nephritis antigen
ENSG00000187987	222696	Homo sapiens	zinc finger and SCAN domain containing 23
ENSG00000071537	6400	Homo sapiens	sel-1 suppressor of lin-12-like (C. elegans)
ENSG00000091128	22798	Homo sapiens	laminin, beta 4
ENSG00000170759	3799	Homo sapiens	kinesin family member 5B
ENSG00000163993	6286	Homo sapiens	S100 calcium binding protein P
ENSG00000169840	219409	Homo sapiens	GS homeobox 1
ENSG00000124615	4337	Homo sapiens	molybdenum cofactor synthesis 1
ENSG00000163788	54861	Homo sapiens	SNF related kinase
ENSG00000205221	5212	Homo sapiens	vitrin
ENSG00000101336	3055	Homo sapiens	hemopoietic cell kinase
ENSG00000156687	137970	Homo sapiens	unc-5 homolog D (C. elegans)
ENSG00000156482	6156	Homo sapiens	ribosomal protein L30
ENSG00000121417	10520	Homo sapiens	zinc finger protein 211
ENSG00000136770	64215	Homo sapiens	DnaJ (Hsp40) homolog, subfamily C, member 1
ENSG00000205022	390748	Homo sapiens	similar to poly(A)binding protein nuclear-like 1
ENSG00000068323	7030	Homo sapiens	transcription factor binding to IGHM enhancer 3
ENSG00000147439	55909	Homo sapiens	bridging integrator 3
ENSG00000102384	2491	Homo sapiens	centromere protein I
ENSG00000169131	6940	Homo sapiens	zinc finger protein 354A
ENSG00000147432	1142	Homo sapiens	cholinergic receptor, nicotinic, beta 3
ENSG00000138101	1838	Homo sapiens	dystrobrevin, beta
ENSG00000144026	84874	Homo sapiens	zinc finger protein 514
ENSG00000204161	170371	Homo sapiens	chromosome 10 open reading frame 128
ENSG00000091136	3912	Homo sapiens	laminin, beta 1
ENSG00000169129	84632	Homo sapiens	actin filament associated protein 1-like 2
ENSG00000133069	9911	Homo sapiens	transmembrane and coiled-coil domain family 2
ENSG00000131747	7153	Homo sapiens	topoisomerase (DNA) II alpha 170kDa
ENSG00000156194	5470	Homo sapiens	protein phosphatase, EF-hand calcium binding domain 2
ENSG00000139625	7786	Homo sapiens	mitogen-activated protein kinase kinase kinase 12
ENSG00000128849	84952	Homo sapiens	cingulin-like 1
ENSG00000146476	79624	Homo sapiens	chromosome 6 open reading frame 211
ENSG00000100281	10042	Homo sapiens	HMG box domain containing 4
ENSG00000101938	91851	Homo sapiens	chordin-like 1
ENSG00000166446	124359	Homo sapiens	chromodomain protein, Y-like 2
ENSG00000182938	347741	Homo sapiens	otopetrin 3
ENSG00000179344	3119	Homo sapiens	major histocompatibility complex, class II, DQ beta 1; similar to major histocompatibility complex, class II, DQ beta 1
ENSG00000179344	100133583	Homo sapiens	major histocompatibility complex, class II, DQ beta 1; similar to major histocompatibility complex, class II, DQ beta 1
ENSG00000164484	114801	Homo sapiens	transmembrane protein 200A
ENSG00000136156	9445	Homo sapiens	integral membrane protein 2B
ENSG00000110756	11234	Homo sapiens	Hermansky-Pudlak syndrome 5
ENSG00000196498	9612	Homo sapiens	nuclear receptor co-repressor 2
ENSG00000124429	79983	Homo sapiens	premature ovarian failure, 1B
ENSG00000156475	5521	Homo sapiens	protein phosphatase 2 (formerly 2A), regulatory subunit B, beta isoform
ENSG00000205213	55366	Homo sapiens	leucine-rich repeat-containing G protein-coupled receptor 4
ENSG00000170477	3851	Homo sapiens	keratin 4
ENSG00000117133	80135	Homo sapiens	brix domain containing 5
ENSG00000204175	9721	Homo sapiens	G protein regulated inducer of neurite outgrowth 2
ENSG00000065183	10885	Homo sapiens	WD repeat domain 3
ENSG00000160570	162989	Homo sapiens	death effector domain containing 2
ENSG00000100284	10043	Homo sapiens	hypothetical LOC100128526; target of myb1 (chicken)
ENSG00000100284	100128526	Homo sapiens	hypothetical LOC100128526; target of myb1 (chicken)
ENSG00000203805	196051	Homo sapiens	phosphatidic acid phosphatase type 2 domain containing 1A
ENSG00000127831	7429	Homo sapiens	villin 1
ENSG00000100083	26088	Homo sapiens	golgi associated, gamma adaptin ear containing, ARF binding protein 1
ENSG00000184220	84319	Homo sapiens	chromosome 3 open reading frame 26
ENSG00000164073	256471	Homo sapiens	major facilitator superfamily domain containing 8
ENSG00000100288	1375	Homo sapiens	choline kinase beta; carnitine palmitoyltransferase 1B (muscle)
ENSG00000100288	1120	Homo sapiens	choline kinase beta; carnitine palmitoyltransferase 1B (muscle)
ENSG00000204174	5540	Homo sapiens	pancreatic polypeptide receptor 1
ENSG00000141425	55197	Homo sapiens	regulation of nuclear pre-mRNA domain containing 1A
ENSG00000126895	554	Homo sapiens	arginine vasopressin receptor 2
ENSG00000182909	94059	Homo sapiens	leukocyte receptor cluster (LRC) member 9
ENSG00000133056	5287	Homo sapiens	phosphoinositide-3-kinase, class 2, beta polypeptide
ENSG00000011332	8193	Homo sapiens	D4, zinc and double PHD fingers family 1
ENSG00000204956	56114	Homo sapiens	protocadherin gamma subfamily A, 1
ENSG00000145687	23635	Homo sapiens	single-stranded DNA binding protein 2
ENSG00000204954	728568	Homo sapiens	chromosome 12 open reading frame 73
ENSG00000158806	10361	Homo sapiens	nucleophosmin/nucleoplasmin, 2
ENSG00000101901	79868	Homo sapiens	asparagine-linked glycosylation 13 homolog (S. cerevisiae)
ENSG00000170264	84140	Homo sapiens	family with sequence similarity 161, member A
ENSG00000131773	10656	Homo sapiens	KH domain containing, RNA binding, signal transduction associated 3
ENSG00000176879	79324	Homo sapiens	olfactory receptor, family 51, subfamily G, member 1
ENSG00000183379	646658	Homo sapiens	transmembrane protein 90A
ENSG00000163564	149628	Homo sapiens	pyrin and HIN domain family, member 1
ENSG00000138802	10427	Homo sapiens	SEC24 family, member B (S. cerevisiae)
ENSG00000204542	29113	Homo sapiens	chromosome 6 open reading frame 15
ENSG00000108375	54894	Homo sapiens	ring finger protein 43
ENSG00000204548	245934	Homo sapiens	defensin, beta 121
ENSG00000136750	2572	Homo sapiens	glutamate decarboxylase 2 (pancreatic islets and brain, 65kDa)
ENSG00000035928	5981	Homo sapiens	replication factor C (activator 1) 1, 145kDa
ENSG00000068305	4205	Homo sapiens	myocyte enhancer factor 2A
ENSG00000157350	6483	Homo sapiens	ST3 beta-galactoside alpha-2,3-sialyltransferase 2
ENSG00000103495	4150	Homo sapiens	MYC-associated zinc finger protein (purine-binding transcription factor)
ENSG00000120693	4093	Homo sapiens	SMAD family member 9
ENSG00000120694	10808	Homo sapiens	heat shock 105kDa/110kDa protein 1
ENSG00000138119	26509	Homo sapiens	myoferlin
ENSG00000128829	440275	Homo sapiens	eukaryotic translation initiation factor 2 alpha kinase 4
ENSG00000204394	7407	Homo sapiens	valyl-tRNA synthetase
ENSG00000183576	84193	Homo sapiens	SET domain containing 3
ENSG00000177363	221091	Homo sapiens	LRRN4 C-terminal like
ENSG00000183578	388121	Homo sapiens	tumor necrosis factor, alpha-induced protein 8-like 3
ENSG00000111206	2305	Homo sapiens	forkhead box M1
ENSG00000178896	54512	Homo sapiens	exosome component 4
ENSG00000176884	2902	Homo sapiens	glutamate receptor, ionotropic, N-methyl D-aspartate 1
ENSG00000184811	286753	Homo sapiens	tumor suppressor candidate 5
ENSG00000132622	116835	Homo sapiens	heat shock 70kD protein 12B
ENSG00000196476	140680	Homo sapiens	chromosome 20 open reading frame 96
ENSG00000101916	51311	Homo sapiens	toll-like receptor 8
ENSG00000136960	5168	Homo sapiens	ectonucleotide pyrophosphatase/phosphodiesterase 2
ENSG00000158201	171586	Homo sapiens	abhydrolase domain containing 3
ENSG00000205238	441273	Homo sapiens	speedy homolog E2 (Xenopus laevis)
ENSG00000079246	7520	Homo sapiens	X-ray repair complementing defective repair in Chinese hamster cells 5 (double-strand-break rejoining)
ENSG00000205030	26338	Homo sapiens	olfactory receptor, family 5, subfamily L, member 2
ENSG00000158402	995	Homo sapiens	cell division cycle 25 homolog C (S. pombe)
ENSG00000147224	5631	Homo sapiens	phosphoribosyl pyrophosphate synthetase 1; phosphoribosyl pyrophosphate synthetase 1-like 1
ENSG00000147224	221823	Homo sapiens	phosphoribosyl pyrophosphate synthetase 1; phosphoribosyl pyrophosphate synthetase 1-like 1
ENSG00000133739	85444	Homo sapiens	leucine rich repeat and coiled-coil domain containing 1
ENSG00000075539	285527	Homo sapiens	FRY-like
ENSG00000139641	23344	Homo sapiens	family with sequence similarity 62 (C2 domain containing), member A
ENSG00000099219	79956	Homo sapiens	endoplasmic reticulum metallopeptidase 1
ENSG00000144036	23233	Homo sapiens	exocyst complex component 6B
ENSG00000100266	11252	Homo sapiens	protein kinase C and casein kinase substrate in neurons 2
ENSG00000179774	220202	Homo sapiens	atonal homolog 7 (Drosophila)
ENSG00000147400	1069	Homo sapiens	centrin, EF-hand protein, 2
ENSG00000111912	135112	Homo sapiens	nuclear receptor coactivator 7
ENSG00000157540	1859	Homo sapiens	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A
ENSG00000111911	135114	Homo sapiens	histidine triad nucleotide binding protein 3
ENSG00000100263	25807	Homo sapiens	rhomboid domain containing 3
ENSG00000171311	51013	Homo sapiens	exosome component 1
ENSG00000109220	26511	Homo sapiens	cysteine-rich hydrophobic domain 2
ENSG00000173465	10534	Homo sapiens	Sjogren syndrome/scleroderma autoantigen 1
ENSG00000095261	5711	Homo sapiens	proteasome (prosome, macropain) 26S subunit, non-ATPase, 5
ENSG00000186260	57496	Homo sapiens	MKL/myocardin-like 2
ENSG00000169807	442865	Homo sapiens	PTPN13-like, Y-linked pseudogene 4; PTPN13-like, Y-linked pseudogene 3; PTPN13-like, Y-linked; PTPN13-like, Y-linked 2
ENSG00000169807	442866	Homo sapiens	PTPN13-like, Y-linked pseudogene 4; PTPN13-like, Y-linked pseudogene 3; PTPN13-like, Y-linked; PTPN13-like, Y-linked 2
ENSG00000169807	442862	Homo sapiens	PTPN13-like, Y-linked pseudogene 4; PTPN13-like, Y-linked pseudogene 3; PTPN13-like, Y-linked; PTPN13-like, Y-linked 2
ENSG00000169807	9081	Homo sapiens	PTPN13-like, Y-linked pseudogene 4; PTPN13-like, Y-linked pseudogene 3; PTPN13-like, Y-linked; PTPN13-like, Y-linked 2
ENSG00000167880	2125	Homo sapiens	envoplakin
ENSG00000142002	91039	Homo sapiens	dipeptidyl-peptidase 9
ENSG00000109686	152503	Homo sapiens	SH3 domain containing 19
ENSG00000111237	51699	Homo sapiens	vacuolar protein sorting 29 homolog (S. cerevisiae)
ENSG00000185915	257240	Homo sapiens	kelch-like 34 (Drosophila)
ENSG00000100034	9647	Homo sapiens	protein phosphatase 1F (PP2C domain containing)
ENSG00000128487	92521	Homo sapiens	cytospin B
ENSG00000106397	8985	Homo sapiens	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3
ENSG00000117360	9129	Homo sapiens	PRP3 pre-mRNA processing factor 3 homolog (S. cerevisiae)
ENSG00000131508	7322	Homo sapiens	ubiquitin-conjugating enzyme E2D 2 (UBC4/5 homolog, yeast)
ENSG00000166006	3747	Homo sapiens	potassium voltage-gated channel, Shaw-related subfamily, member 2
ENSG00000146247	55023	Homo sapiens	pleckstrin homology domain interacting protein
ENSG00000005801	7748	Homo sapiens	zinc finger protein 195
ENSG00000105926	51678	Homo sapiens	membrane protein, palmitoylated 6 (MAGUK p55 subfamily member 6)
ENSG00000145388	57721	Homo sapiens	methyltransferase like 14
ENSG00000109079	7126	Homo sapiens	tumor necrosis factor, alpha-induced protein 1 (endothelial)
ENSG00000125798	3170	Homo sapiens	forkhead box A2
ENSG00000204569	5514	Homo sapiens	protein phosphatase 1, regulatory (inhibitor) subunit 10
ENSG00000179115	2193	Homo sapiens	phenylalanyl-tRNA synthetase, alpha subunit
ENSG00000198812	376132	Homo sapiens	leucine rich repeat containing 10
ENSG00000148926	133	Homo sapiens	adrenomedullin
ENSG00000198818	113402	Homo sapiens	SFT2 domain containing 1
ENSG00000145391	80854	Homo sapiens	SET domain containing (lysine methyltransferase) 7
ENSG00000110799	7450	Homo sapiens	von Willebrand factor
ENSG00000172348	10231	Homo sapiens	regulator of calcineurin 2
ENSG00000162419	10691	Homo sapiens	glucocorticoid modulatory element binding protein 1
ENSG00000196453	27153	Homo sapiens	zinc finger protein 777
ENSG00000138138	84896	Homo sapiens	ATPase family, AAA domain containing 1
ENSG00000180628	84333	Homo sapiens	polycomb group ring finger 5
ENSG00000105514	9545	Homo sapiens	RAB3D, member RAS oncogene family
ENSG00000185924	146760	Homo sapiens	reticulon 4 receptor-like 1
ENSG00000106125	358	Homo sapiens	aquaporin 1 (Colton blood group)
ENSG00000204967	56147	Homo sapiens	protocadherin alpha 1; protocadherin alpha 4
ENSG00000204967	56144	Homo sapiens	protocadherin alpha 1; protocadherin alpha 4
ENSG00000101972	10735	Homo sapiens	stromal antigen 2
ENSG00000136327	26257	Homo sapiens	NK2 homeobox 8
ENSG00000173473	6599	Homo sapiens	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1
ENSG00000204960	338436	Homo sapiens	B-cell acute lymphoblastic leukemia expressed
ENSG00000125398	6662	Homo sapiens	SRY (sex determining region Y)-box 9
ENSG00000166401	5271	Homo sapiens	serpin peptidase inhibitor, clade B (ovalbumin), member 8
ENSG00000176624	51320	Homo sapiens	mex-3 homolog C (C. elegans)
ENSG00000163939	55193	Homo sapiens	polybromo 1
ENSG00000078967	51619	Homo sapiens	ubiquitin-conjugating enzyme E2D 4 (putative)
ENSG00000166200	9318	Homo sapiens	COP9 constitutive photomorphogenic homolog subunit 2 (Arabidopsis)
ENSG00000138134	57559	Homo sapiens	STAM binding protein-like 1
ENSG00000204130	55680	Homo sapiens	RUN and FYVE domain containing 2
ENSG00000109062	9368	Homo sapiens	solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 1
ENSG00000166948	343641	Homo sapiens	transglutaminase 6
ENSG00000084207	2950	Homo sapiens	glutathione S-transferase pi 1
ENSG00000110514	8567	Homo sapiens	MAP-kinase activating death domain
ENSG00000146966	27147	Homo sapiens	DENN/MADD domain containing 2A
ENSG00000046889	80243	Homo sapiens	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2
ENSG00000179526	81858	Homo sapiens	SHANK-associated RH domain interactor
ENSG00000105131	79852	Homo sapiens	epoxide hydrolase 3
ENSG00000170222	56985	Homo sapiens	chromosome 17 open reading frame 48
ENSG00000157593	347734	Homo sapiens	solute carrier family 35, member B2
ENSG00000166411	3419	Homo sapiens	isocitrate dehydrogenase 3 (NAD+) alpha
ENSG00000166908	79837	Homo sapiens	phosphatidylinositol-5-phosphate 4-kinase, type II, gamma
ENSG00000040933	3631	Homo sapiens	inositol polyphosphate-4-phosphatase, type I, 107kDa
ENSG00000158014	7780	Homo sapiens	solute carrier family 30 (zinc transporter), member 2
ENSG00000140022	85439	Homo sapiens	stonin 2
ENSG00000172725	57175	Homo sapiens	coronin, actin binding protein, 1B
ENSG00000148110	84641	Homo sapiens	hippocampus abundant transcript-like 1
ENSG00000077549	832	Homo sapiens	capping protein (actin filament) muscle Z-line, beta
ENSG00000172732	80198	Homo sapiens	MUS81 endonuclease homolog (S. cerevisiae)
ENSG00000165169	6990	Homo sapiens	dynein, light chain, Tctex-type 3
ENSG00000183130	127077	Homo sapiens	olfactory receptor, family 2, subfamily T, member 11
ENSG00000165164	170063	Homo sapiens	chromosome X open reading frame 22
ENSG00000129911	83855	Homo sapiens	Kruppel-like factor 16
ENSG00000130150	158747	Homo sapiens	motile sperm domain containing 2
ENSG00000109270	8649	Homo sapiens	MAPK scaffold protein 1
ENSG00000180205	259240	Homo sapiens	WAP four-disulfide core domain 9
ENSG00000105136	79744	Homo sapiens	zinc finger protein 419
ENSG00000172324	219981	Homo sapiens	olfactory receptor, family 5, subfamily A, member 2
ENSG00000011304	5725	Homo sapiens	polypyrimidine tract binding protein 1
ENSG00000166428	122618	Homo sapiens	phospholipase D family, member 4
ENSG00000204592	3133	Homo sapiens	major histocompatibility complex, class I, E
ENSG00000122557	64224	Homo sapiens	HERPUD family member 2
ENSG00000100029	23481	Homo sapiens	pescadillo homolog 1, containing BRCT domain (zebrafish)
ENSG00000057757	57095	Homo sapiens	chromosome 1 open reading frame 128
ENSG00000100028	6634	Homo sapiens	small nuclear ribonucleoprotein D3 polypeptide 18kDa
ENSG00000094916	23468	Homo sapiens	chromobox homolog 5 (HP1 alpha homolog, Drosophila)
ENSG00000137713	5519	Homo sapiens	protein phosphatase 2 (formerly 2A), regulatory subunit A, beta isoform
ENSG00000147642	55638	Homo sapiens	Golgi-localized protein
ENSG00000175592	8061	Homo sapiens	FOS-like antigen 1
ENSG00000101951	9506	Homo sapiens	P antigen family, member 4 (prostate associated)
ENSG00000073536	54475	Homo sapiens	notchless homolog 1 (Drosophila)
ENSG00000198435	441478	Homo sapiens	NOTCH-regulated ankyrin repeat protein
ENSG00000131725	54521	Homo sapiens	WD repeat domain 44
ENSG00000117399	991	Homo sapiens	cell division cycle 20 homolog (S. cerevisiae)
ENSG00000186235	151174	Homo sapiens	hypothetical LOC151174
ENSG00000130165	84337	Homo sapiens	elongation factor 1 homolog (S. cerevisiae)
ENSG00000166924	222950	Homo sapiens	chromosome 7 open reading frame 51
ENSG00000109083	90410	Homo sapiens	intraflagellar transport 20 homolog (Chlamydomonas)
ENSG00000170967	414301	Homo sapiens	DDI1, DNA-damage inducible 1, homolog 1 (S. cerevisiae)
ENSG00000164292	22836	Homo sapiens	Rho-related BTB domain containing 3
ENSG00000133773	29080	Homo sapiens	coiled-coil domain containing 59
ENSG00000163918	5984	Homo sapiens	replication factor C (activator 1) 4, 37kDa
ENSG00000176407	56888	Homo sapiens	potassium channel modulatory factor 1
ENSG00000117697	25936	Homo sapiens	NSL1, MIND kinetochore complex component, homolog (S. cerevisiae)
ENSG00000079805	1785	Homo sapiens	dynamin 2
ENSG00000105127	10270	Homo sapiens	A kinase (PRKA) anchor protein 8
ENSG00000166226	10576	Homo sapiens	chaperonin containing TCP1, subunit 2 (beta)
ENSG00000124406	10396	Homo sapiens	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1
ENSG00000185347	283643	Homo sapiens	chromosome 14 open reading frame 80
ENSG00000197498	84154	Homo sapiens	brix domain containing 1 pseudogene; brix domain containing 1
ENSG00000197498	729608	Homo sapiens	brix domain containing 1 pseudogene; brix domain containing 1
ENSG00000152894	5796	Homo sapiens	protein tyrosine phosphatase, receptor type, K
ENSG00000198858	91300	Homo sapiens	chromosome 19 open reading frame 22
