From	To	Species	Gene Name
ENSG00000089327	53827	Homo sapiens	FXYD domain containing ion transport regulator 5
ENSG00000106333	5118	Homo sapiens	procollagen C-endopeptidase enhancer
ENSG00000111554	56890	Homo sapiens	Mdm1 nuclear protein homolog (mouse)
ENSG00000076003	4175	Homo sapiens	minichromosome maintenance complex component 6
ENSG00000170537	79905	Homo sapiens	transmembrane channel-like 7
ENSG00000130309	79709	Homo sapiens	glycosyltransferase 25 domain containing 1
ENSG00000125899	728434	Homo sapiens	chromosome 20 open reading frame 187
ENSG00000149571	84623	Homo sapiens	kin of IRRE like 3 (Drosophila)
ENSG00000124733	4201	Homo sapiens	male-enhanced antigen 1
ENSG00000134684	8565	Homo sapiens	tyrosyl-tRNA synthetase
ENSG00000130304	376497	Homo sapiens	solute carrier family 27 (fatty acid transporter), member 1
ENSG00000104365	3551	Homo sapiens	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta
ENSG00000049247	10911	Homo sapiens	urotensin 2
ENSG00000175920	285489	Homo sapiens	docking protein 7
ENSG00000124343	7499	Homo sapiens	Xg blood group
ENSG00000146729	2631	Homo sapiens	glioblastoma amplified sequence
ENSG00000131398	3748	Homo sapiens	potassium voltage-gated channel, Shaw-related subfamily, member 3
ENSG00000150656	84735	Homo sapiens	carnosine dipeptidase 1 (metallopeptidase M20 family)
ENSG00000125869	24141	Homo sapiens	chromosome 20 open reading frame 103
ENSG00000172404	150353	Homo sapiens	DnaJ (Hsp40) homolog, subfamily B, member 7
ENSG00000215375	4636	Homo sapiens	myosin, light chain 5, regulatory
ENSG00000180929	118442	Homo sapiens	G protein-coupled receptor 62
ENSG00000140992	5170	Homo sapiens	3-phosphoinositide dependent protein kinase-1
ENSG00000110025	29907	Homo sapiens	sorting nexin 15
ENSG00000127329	5787	Homo sapiens	protein tyrosine phosphatase, receptor type, B
ENSG00000186867	84109	Homo sapiens	pyroglutamylated RFamide peptide receptor
ENSG00000132646	5111	Homo sapiens	proliferating cell nuclear antigen
ENSG00000198492	51441	Homo sapiens	YTH domain family, member 2
ENSG00000156206	161502	Homo sapiens	chromosome 15 open reading frame 26
ENSG00000018625	477	Homo sapiens	ATPase, Na+/K+ transporting, alpha 2 (+) polypeptide
ENSG00000183864	10766	Homo sapiens	transducer of ERBB2, 2
ENSG00000186469	54331	Homo sapiens	guanine nucleotide binding protein (G protein), gamma 2
ENSG00000131183	6569	Homo sapiens	solute carrier family 34 (sodium phosphate), member 1
ENSG00000167740	124936	Homo sapiens	cytochrome b5 domain containing 2
ENSG00000118894	653333	Homo sapiens	family with sequence similarity 86, member B2; family with sequence similarity 86, member A; family with sequence similarity 86, member B1
ENSG00000118894	196483	Homo sapiens	family with sequence similarity 86, member B2; family with sequence similarity 86, member A; family with sequence similarity 86, member B1
ENSG00000118894	85002	Homo sapiens	family with sequence similarity 86, member B2; family with sequence similarity 86, member A; family with sequence similarity 86, member B1
ENSG00000105605	59284	Homo sapiens	calcium channel, voltage-dependent, gamma subunit 7
ENSG00000132631	140856	Homo sapiens	chromosome 20 open reading frame 79
ENSG00000110013	54414	Homo sapiens	sialic acid acetylesterase
ENSG00000177947	113746	Homo sapiens	outer dense fiber of sperm tails 3
ENSG00000167157	51450	Homo sapiens	paired related homeobox 2
ENSG00000101126	23394	Homo sapiens	activity-dependent neuroprotector homeobox
ENSG00000090989	55763	Homo sapiens	exocyst complex component 1
ENSG00000071537	6400	Homo sapiens	sel-1 suppressor of lin-12-like (C. elegans)
ENSG00000170759	3799	Homo sapiens	kinesin family member 5B
ENSG00000169840	219409	Homo sapiens	GS homeobox 1
ENSG00000101336	3055	Homo sapiens	hemopoietic cell kinase
ENSG00000196166	389649	Homo sapiens	chromosome 8 open reading frame 86
ENSG00000160781	79957	Homo sapiens	progestin and adipoQ receptor family member VI
ENSG00000156482	6156	Homo sapiens	ribosomal protein L30
ENSG00000139220	8499	Homo sapiens	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 2
ENSG00000136770	64215	Homo sapiens	DnaJ (Hsp40) homolog, subfamily C, member 1
ENSG00000218336	55714	Homo sapiens	odz, odd Oz/ten-m homolog 3 (Drosophila)
ENSG00000141642	55520	Homo sapiens	elaC homolog 1 (E. coli)
ENSG00000213088	2532	Homo sapiens	Duffy blood group, chemokine receptor
ENSG00000164089	64850	Homo sapiens	alanine-glyoxylate aminotransferase 2-like 1
ENSG00000102384	2491	Homo sapiens	centromere protein I
ENSG00000178096	51027	Homo sapiens	bolA homolog 1 (E. coli)
ENSG00000117122	4237	Homo sapiens	microfibrillar-associated protein 2
ENSG00000204165	158830	Homo sapiens	chromosome X open reading frame 65
ENSG00000165188	138065	Homo sapiens	ring finger protein 183
ENSG00000147432	1142	Homo sapiens	cholinergic receptor, nicotinic, beta 3
ENSG00000183785	51807	Homo sapiens	tubulin, alpha 8
ENSG00000138101	1838	Homo sapiens	dystrobrevin, beta
ENSG00000129028	56906	Homo sapiens	THAP domain containing 10
ENSG00000131747	7153	Homo sapiens	topoisomerase (DNA) II alpha 170kDa
ENSG00000165194	57526	Homo sapiens	protocadherin 19
ENSG00000106366	5054	Homo sapiens	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1
ENSG00000146476	79624	Homo sapiens	chromosome 6 open reading frame 211
ENSG00000100281	10042	Homo sapiens	HMG box domain containing 4
ENSG00000110169	3263	Homo sapiens	hemopexin
ENSG00000205212	339184	Homo sapiens	coiled-coil domain containing 144 family, N-terminal like
ENSG00000182938	347741	Homo sapiens	otopetrin 3
ENSG00000166448	222865	Homo sapiens	transmembrane protein 130
ENSG00000136156	9445	Homo sapiens	integral membrane protein 2B
ENSG00000167850	10871	Homo sapiens	CD300c molecule
ENSG00000188917	79979	Homo sapiens	TRM2 tRNA methyltransferase 2 homolog B (S. cerevisiae)
ENSG00000170085	375484	Homo sapiens	chromosome 5 open reading frame 25
ENSG00000169857	57099	Homo sapiens	apoptosis, caspase activation inhibitor
ENSG00000136159	55270	Homo sapiens	nudix (nucleoside diphosphate linked moiety X)-type motif 15
ENSG00000079263	11262	Homo sapiens	SP140 nuclear body protein
ENSG00000184828	201501	Homo sapiens	zinc finger and BTB domain containing 7C
ENSG00000184226	5101	Homo sapiens	protocadherin 9
ENSG00000170477	3851	Homo sapiens	keratin 4
ENSG00000160570	162989	Homo sapiens	death effector domain containing 2
ENSG00000151117	144110	Homo sapiens	transmembrane protein 86A
ENSG00000100284	10043	Homo sapiens	hypothetical LOC100128526; target of myb1 (chicken)
ENSG00000100284	100128526	Homo sapiens	hypothetical LOC100128526; target of myb1 (chicken)
ENSG00000164077	84315	Homo sapiens	MON1 homolog A (yeast)
ENSG00000100083	26088	Homo sapiens	golgi associated, gamma adaptin ear containing, ARF binding protein 1
ENSG00000100288	1375	Homo sapiens	choline kinase beta; carnitine palmitoyltransferase 1B (muscle)
ENSG00000100288	1120	Homo sapiens	choline kinase beta; carnitine palmitoyltransferase 1B (muscle)
ENSG00000113361	1004	Homo sapiens	cadherin 6, type 2, K-cadherin (fetal kidney)
ENSG00000177374	3090	Homo sapiens	hypermethylated in cancer 1
ENSG00000180917	55783	Homo sapiens	FtsJ methyltransferase domain containing 1
ENSG00000197021	541578	Homo sapiens	chromosome X open reading frame 40A; chromosome X open reading frame 40B
ENSG00000197021	91966	Homo sapiens	chromosome X open reading frame 40A; chromosome X open reading frame 40B
ENSG00000204950	390205	Homo sapiens	leucine rich repeat containing 10-like
ENSG00000011332	8193	Homo sapiens	D4, zinc and double PHD fingers family 1
ENSG00000186063	646050	Homo sapiens	hypothetical LOC653631; hypothetical LOC646050; hypothetical LOC646890; axin interactor, dorsalization associated
ENSG00000186063	653631	Homo sapiens	hypothetical LOC653631; hypothetical LOC646050; hypothetical LOC646890; axin interactor, dorsalization associated
ENSG00000186063	64853	Homo sapiens	hypothetical LOC653631; hypothetical LOC646050; hypothetical LOC646890; axin interactor, dorsalization associated
ENSG00000186063	646890	Homo sapiens	hypothetical LOC653631; hypothetical LOC646050; hypothetical LOC646890; axin interactor, dorsalization associated
ENSG00000173480	147687	Homo sapiens	zinc finger protein 417
ENSG00000145687	23635	Homo sapiens	single-stranded DNA binding protein 2
ENSG00000015532	64132	Homo sapiens	xylosyltransferase II
ENSG00000104826	3972	Homo sapiens	luteinizing hormone beta polypeptide
ENSG00000147036	347404	Homo sapiens	LanC lantibiotic synthetase component C-like 3 (bacterial)
ENSG00000101901	79868	Homo sapiens	asparagine-linked glycosylation 13 homolog (S. cerevisiae)
ENSG00000167861	283987	Homo sapiens	chromosome 17 open reading frame 28
ENSG00000170264	84140	Homo sapiens	family with sequence similarity 161, member A
ENSG00000101311	55612	Homo sapiens	fermitin family homolog 1 (Drosophila)
ENSG00000180914	5021	Homo sapiens	oxytocin receptor
ENSG00000183379	646658	Homo sapiens	transmembrane protein 90A
ENSG00000117643	57134	Homo sapiens	mannosidase, alpha, class 1C, member 1
ENSG00000204542	29113	Homo sapiens	chromosome 6 open reading frame 15
ENSG00000108375	54894	Homo sapiens	ring finger protein 43
ENSG00000136750	2572	Homo sapiens	glutamate decarboxylase 2 (pancreatic islets and brain, 65kDa)
ENSG00000137947	2959	Homo sapiens	general transcription factor IIB
ENSG00000069812	54626	Homo sapiens	hairy and enhancer of split 2 (Drosophila)
ENSG00000095002	4436	Homo sapiens	mutS homolog 2, colon cancer, nonpolyposis type 1 (E. coli)
ENSG00000183559	399814	Homo sapiens	chromosome 10 open reading frame 120
ENSG00000136573	640	Homo sapiens	B lymphoid tyrosine kinase
ENSG00000164066	27152	Homo sapiens	inturned planar cell polarity effector homolog (Drosophila)
ENSG00000183765	11200	Homo sapiens	protein kinase CHK2-like; CHK2 checkpoint homolog (S. pombe); similar to hCG1983233
ENSG00000183765	646096	Homo sapiens	protein kinase CHK2-like; CHK2 checkpoint homolog (S. pombe); similar to hCG1983233
ENSG00000183765	100133012	Homo sapiens	protein kinase CHK2-like; CHK2 checkpoint homolog (S. pombe); similar to hCG1983233
ENSG00000138119	26509	Homo sapiens	myoferlin
ENSG00000204394	7407	Homo sapiens	valyl-tRNA synthetase
ENSG00000183576	84193	Homo sapiens	SET domain containing 3
ENSG00000177363	221091	Homo sapiens	LRRN4 C-terminal like
ENSG00000110148	887	Homo sapiens	cholecystokinin B receptor
ENSG00000111206	2305	Homo sapiens	forkhead box M1
ENSG00000113575	5515	Homo sapiens	protein phosphatase 2 (formerly 2A), catalytic subunit, alpha isoform
ENSG00000196476	140680	Homo sapiens	chromosome 20 open reading frame 96
ENSG00000136960	5168	Homo sapiens	ectonucleotide pyrophosphatase/phosphodiesterase 2
ENSG00000158201	171586	Homo sapiens	abhydrolase domain containing 3
ENSG00000079246	7520	Homo sapiens	X-ray repair complementing defective repair in Chinese hamster cells 5 (double-strand-break rejoining)
ENSG00000186474	43849	Homo sapiens	kallikrein-related peptidase 12
ENSG00000158402	995	Homo sapiens	cell division cycle 25 homolog C (S. pombe)
ENSG00000108389	9110	Homo sapiens	myotubularin related protein 4
ENSG00000173698	10149	Homo sapiens	G protein-coupled receptor 64
ENSG00000133739	85444	Homo sapiens	leucine rich repeat and coiled-coil domain containing 1
ENSG00000103888	57214	Homo sapiens	KIAA1199
ENSG00000163959	200931	Homo sapiens	organic solute transporter alpha
ENSG00000075539	285527	Homo sapiens	FRY-like
ENSG00000099219	79956	Homo sapiens	endoplasmic reticulum metallopeptidase 1
ENSG00000100266	11252	Homo sapiens	protein kinase C and casein kinase substrate in neurons 2
ENSG00000179774	220202	Homo sapiens	atonal homolog 7 (Drosophila)
ENSG00000171314	5223	Homo sapiens	phosphoglycerate mutase 1 (brain)
ENSG00000111912	135112	Homo sapiens	nuclear receptor coactivator 7
ENSG00000140254	90527	Homo sapiens	dual oxidase maturation factor 1
ENSG00000144031	79998	Homo sapiens	ankyrin repeat domain 53
ENSG00000186260	57496	Homo sapiens	MKL/myocardin-like 2
ENSG00000169807	442865	Homo sapiens	PTPN13-like, Y-linked pseudogene 4; PTPN13-like, Y-linked pseudogene 3; PTPN13-like, Y-linked; PTPN13-like, Y-linked 2
ENSG00000169807	442866	Homo sapiens	PTPN13-like, Y-linked pseudogene 4; PTPN13-like, Y-linked pseudogene 3; PTPN13-like, Y-linked; PTPN13-like, Y-linked 2
ENSG00000169807	442862	Homo sapiens	PTPN13-like, Y-linked pseudogene 4; PTPN13-like, Y-linked pseudogene 3; PTPN13-like, Y-linked; PTPN13-like, Y-linked 2
ENSG00000169807	9081	Homo sapiens	PTPN13-like, Y-linked pseudogene 4; PTPN13-like, Y-linked pseudogene 3; PTPN13-like, Y-linked; PTPN13-like, Y-linked 2
ENSG00000158825	978	Homo sapiens	cytidine deaminase
ENSG00000167880	2125	Homo sapiens	envoplakin
ENSG00000137090	1761	Homo sapiens	doublesex and mab-3 related transcription factor 1
ENSG00000109686	152503	Homo sapiens	SH3 domain containing 19
ENSG00000185504	80233	Homo sapiens	chromosome 17 open reading frame 70
ENSG00000205810	3823	Homo sapiens	killer cell lectin-like receptor subfamily C, member 3
ENSG00000204977	10206	Homo sapiens	tripartite motif-containing 13
ENSG00000204128	257407	Homo sapiens	chromosome 2 open reading frame 72
ENSG00000100034	9647	Homo sapiens	protein phosphatase 1F (PP2C domain containing)
ENSG00000128487	92521	Homo sapiens	cytospin B
ENSG00000106397	8985	Homo sapiens	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3
ENSG00000105501	8778	Homo sapiens	sialic acid binding Ig-like lectin 5
ENSG00000196460	731220	Homo sapiens	hypothetical protein LOC731220
ENSG00000183153	125111	Homo sapiens	gap junction protein, delta 3, 31.9kDa
ENSG00000204970	56147	Homo sapiens	protocadherin alpha 1; protocadherin alpha 4
ENSG00000204970	56144	Homo sapiens	protocadherin alpha 1; protocadherin alpha 4
ENSG00000166006	3747	Homo sapiens	potassium voltage-gated channel, Shaw-related subfamily, member 2
ENSG00000215545	245930	Homo sapiens	defensin, beta 116
ENSG00000005801	7748	Homo sapiens	zinc finger protein 195
ENSG00000109072	7448	Homo sapiens	vitronectin
ENSG00000196850	160760	Homo sapiens	PTC7 protein phosphatase homolog (S. cerevisiae)
ENSG00000137965	10561	Homo sapiens	interferon-induced protein 44
ENSG00000158411	129531	Homo sapiens	MIT, microtubule interacting and transport, domain containing 1
ENSG00000136732	2995	Homo sapiens	glycophorin C (Gerbich blood group)
ENSG00000179115	2193	Homo sapiens	phenylalanyl-tRNA synthetase, alpha subunit
ENSG00000198816	140467	Homo sapiens	zinc finger protein 358
ENSG00000180245	10692	Homo sapiens	retinal pigment epithelium-derived rhodopsin homolog
ENSG00000169814	686	Homo sapiens	biotinidase
ENSG00000110799	7450	Homo sapiens	von Willebrand factor
ENSG00000118058	4297	Homo sapiens	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)
ENSG00000162419	10691	Homo sapiens	glucocorticoid modulatory element binding protein 1
ENSG00000204965	56143	Homo sapiens	protocadherin alpha 5
ENSG00000196453	27153	Homo sapiens	zinc finger protein 777
ENSG00000106125	358	Homo sapiens	aquaporin 1 (Colton blood group)
ENSG00000169169	126129	Homo sapiens	carnitine palmitoyltransferase 1C
ENSG00000136327	26257	Homo sapiens	NK2 homeobox 8
ENSG00000173473	6599	Homo sapiens	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1
ENSG00000204960	338436	Homo sapiens	B-cell acute lymphoblastic leukemia expressed
ENSG00000182010	219790	Homo sapiens	rhotekin 2
ENSG00000166200	9318	Homo sapiens	COP9 constitutive photomorphogenic homolog subunit 2 (Arabidopsis)
ENSG00000135617	84279	Homo sapiens	chromosome 2 open reading frame 7
ENSG00000071575	28951	Homo sapiens	tribbles homolog 2 (Drosophila)
ENSG00000204130	55680	Homo sapiens	RUN and FYVE domain containing 2
ENSG00000183148	84210	Homo sapiens	hCG2042718; chromosome 21 open reading frame 81; ankyrin repeat domain 20 family, member A1; ankyrin repeat domain 20 family, member A3; ankyrin repeat domain 20 family, member A2
ENSG00000183148	441430	Homo sapiens	hCG2042718; chromosome 21 open reading frame 81; ankyrin repeat domain 20 family, member A1; ankyrin repeat domain 20 family, member A3; ankyrin repeat domain 20 family, member A2
ENSG00000183148	441425	Homo sapiens	hCG2042718; chromosome 21 open reading frame 81; ankyrin repeat domain 20 family, member A1; ankyrin repeat domain 20 family, member A3; ankyrin repeat domain 20 family, member A2
ENSG00000183148	642204	Homo sapiens	hCG2042718; chromosome 21 open reading frame 81; ankyrin repeat domain 20 family, member A1; ankyrin repeat domain 20 family, member A3; ankyrin repeat domain 20 family, member A2
ENSG00000183148	391267	Homo sapiens	hCG2042718; chromosome 21 open reading frame 81; ankyrin repeat domain 20 family, member A1; ankyrin repeat domain 20 family, member A3; ankyrin repeat domain 20 family, member A2
ENSG00000110514	8567	Homo sapiens	MAP-kinase activating death domain
ENSG00000046889	80243	Homo sapiens	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2
ENSG00000156858	78994	Homo sapiens	proline rich 14
ENSG00000074657	55205	Homo sapiens	similar to zinc finger protein 347; zinc finger protein 532
ENSG00000074657	442041	Homo sapiens	similar to zinc finger protein 347; zinc finger protein 532
ENSG00000170222	56985	Homo sapiens	chromosome 17 open reading frame 48
ENSG00000175582	5870	Homo sapiens	RAB6C, member RAS oncogene family; RAB6A, member RAS oncogene family; hypothetical LOC100130819; RAB6C-like
ENSG00000175582	100130819	Homo sapiens	RAB6C, member RAS oncogene family; RAB6A, member RAS oncogene family; hypothetical LOC100130819; RAB6C-like
ENSG00000175582	150786	Homo sapiens	RAB6C, member RAS oncogene family; RAB6A, member RAS oncogene family; hypothetical LOC100130819; RAB6C-like
ENSG00000175582	84084	Homo sapiens	RAB6C, member RAS oncogene family; RAB6A, member RAS oncogene family; hypothetical LOC100130819; RAB6C-like
ENSG00000205838	153657	Homo sapiens	tetratricopeptide repeat domain 23-like
ENSG00000163932	5580	Homo sapiens	protein kinase C, delta
ENSG00000040933	3631	Homo sapiens	inositol polyphosphate-4-phosphatase, type I, 107kDa
ENSG00000140022	85439	Homo sapiens	stonin 2
ENSG00000184276	245911	Homo sapiens	defensin, beta 108B
ENSG00000165169	6990	Homo sapiens	dynein, light chain, Tctex-type 3
ENSG00000166707	644353	Homo sapiens	zinc finger, CCHC domain containing 18
ENSG00000130150	158747	Homo sapiens	motile sperm domain containing 2
ENSG00000165164	170063	Homo sapiens	chromosome X open reading frame 22
ENSG00000109270	8649	Homo sapiens	MAPK scaffold protein 1
ENSG00000047932	57120	Homo sapiens	golgi associated PDZ and coiled-coil motif containing
ENSG00000156463	153769	Homo sapiens	SH3 domain containing ring finger 2
ENSG00000198833	51465	Homo sapiens	ubiquitin-conjugating enzyme E2, J1 (UBC6 homolog, yeast)
ENSG00000204592	3133	Homo sapiens	major histocompatibility complex, class I, E
ENSG00000186231	114792	Homo sapiens	kelch-like 32 (Drosophila)
ENSG00000057757	57095	Homo sapiens	chromosome 1 open reading frame 128
ENSG00000100028	6634	Homo sapiens	small nuclear ribonucleoprotein D3 polypeptide 18kDa
ENSG00000130363	83861	Homo sapiens	radial spoke 3 homolog (Chlamydomonas)
ENSG00000137713	5519	Homo sapiens	protein phosphatase 2 (formerly 2A), regulatory subunit A, beta isoform
ENSG00000085998	55624	Homo sapiens	protein O-linked mannose beta1,2-N-acetylglucosaminyltransferase
ENSG00000196839	100	Homo sapiens	adenosine deaminase
ENSG00000156172	157657	Homo sapiens	chromosome 8 open reading frame 37
ENSG00000164299	84654	Homo sapiens	spermatogenic leucine zipper 1
ENSG00000131724	3597	Homo sapiens	interleukin 13 receptor, alpha 1
ENSG00000073536	54475	Homo sapiens	notchless homolog 1 (Drosophila)
ENSG00000166923	26585	Homo sapiens	gremlin 1, cysteine knot superfamily, homolog (Xenopus laevis)
ENSG00000135862	3915	Homo sapiens	laminin, gamma 1 (formerly LAMB2)
ENSG00000166924	222950	Homo sapiens	chromosome 7 open reading frame 51
ENSG00000171357	541468	Homo sapiens	chromosome 1 open reading frame 190
ENSG00000144840	285282	Homo sapiens	RAB, member of RAS oncogene family-like 3
ENSG00000198840	6775076	Homo sapiens	NADH-ubiquinone oxidoreductase chain 3
ENSG00000198840	4537	Homo sapiens	NADH-ubiquinone oxidoreductase chain 3
ENSG00000075303	55972	Homo sapiens	solute carrier family 25, member 40
ENSG00000164291	153642	Homo sapiens	arylsulfatase family, member K
ENSG00000150907	2308	Homo sapiens	forkhead box O1
ENSG00000047056	22884	Homo sapiens	WD repeat domain 37
ENSG00000163918	5984	Homo sapiens	replication factor C (activator 1) 4, 37kDa
ENSG00000166922	6447	Homo sapiens	secretogranin V (7B2 protein)
ENSG00000117697	25936	Homo sapiens	NSL1, MIND kinetochore complex component, homolog (S. cerevisiae)
ENSG00000105127	10270	Homo sapiens	A kinase (PRKA) anchor protein 8
ENSG00000139219	1280	Homo sapiens	collagen, type II, alpha 1
ENSG00000163531	23114	Homo sapiens	neurofascin homolog (chicken)
ENSG00000172318	8708	Homo sapiens	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 1
ENSG00000166226	10576	Homo sapiens	chaperonin containing TCP1, subunit 2 (beta)
ENSG00000101544	22850	Homo sapiens	ADNP homeobox 2
ENSG00000014919	1355	Homo sapiens	COX15 homolog, cytochrome c oxidase assembly protein (yeast)
ENSG00000198843	100133398	Homo sapiens	selenoprotein T; similar to Selenoprotein T
ENSG00000198843	51714	Homo sapiens	selenoprotein T; similar to Selenoprotein T
ENSG00000198854	100129271	Homo sapiens	chromosome 1 open reading frame 68
ENSG00000188647	375743	Homo sapiens	protein prenyltransferase alpha subunit repeat containing 1
ENSG00000028528	6642	Homo sapiens	sorting nexin 1
ENSG00000147099	55869	Homo sapiens	histone deacetylase 8
ENSG00000116748	270	Homo sapiens	adenosine monophosphate deaminase 1 (isoform M)
ENSG00000145863	2559	Homo sapiens	gamma-aminobutyric acid (GABA) A receptor, alpha 6
ENSG00000188992	149998	Homo sapiens	lipase, member I
ENSG00000188641	1806	Homo sapiens	dihydropyrimidine dehydrogenase
ENSG00000189253	646754	Homo sapiens	tripartite motif-containing protein 64C-like; similar to tripartite motif-containing 43; tripartite motif-containing protein 64B-like
ENSG00000189253	727828	Homo sapiens	tripartite motif-containing protein 64C-like; similar to tripartite motif-containing 43; tripartite motif-containing protein 64B-like
ENSG00000189253	642446	Homo sapiens	tripartite motif-containing protein 64C-like; similar to tripartite motif-containing 43; tripartite motif-containing protein 64B-like
ENSG00000189253	440061	Homo sapiens	tripartite motif-containing protein 64C-like; similar to tripartite motif-containing 43; tripartite motif-containing protein 64B-like
ENSG00000162664	284695	Homo sapiens	zinc finger protein 326
ENSG00000125347	3659	Homo sapiens	interferon regulatory factor 1
ENSG00000179542	139065	Homo sapiens	SLIT and NTRK-like family, member 4
ENSG00000158079	138639	Homo sapiens	protein tyrosine phosphatase domain containing 1
ENSG00000105341	55101	Homo sapiens	ATP5S-like
ENSG00000221829	2189	Homo sapiens	Fanconi anemia, complementation group G
ENSG00000122543	654231	Homo sapiens	oncomodulin
ENSG00000107485	2625	Homo sapiens	GATA binding protein 3
ENSG00000108753	6928	Homo sapiens	HNF1 homeobox B
ENSG00000180483	245932	Homo sapiens	defensin, beta 119
ENSG00000028137	7133	Homo sapiens	tumor necrosis factor receptor superfamily, member 1B
ENSG00000122548	9808	Homo sapiens	KIAA0087
ENSG00000115977	22848	Homo sapiens	AP2 associated kinase 1
ENSG00000117868	57488	Homo sapiens	family with sequence similarity 62 (C2 domain containing), member B
ENSG00000163701	132014	Homo sapiens	interleukin 17 receptor E
ENSG00000196422	9858	Homo sapiens	KIAA0649
ENSG00000122733	23349	Homo sapiens	KIAA1045
ENSG00000135845	5279	Homo sapiens	phosphatidylinositol glycan anchor biosynthesis, class C
ENSG00000185359	9146	Homo sapiens	hepatocyte growth factor-regulated tyrosine kinase substrate
ENSG00000013619	10046	Homo sapiens	mastermind-like domain containing 1
ENSG00000142784	23038	Homo sapiens	WD and tetratricopeptide repeats 1
ENSG00000148335	28989	Homo sapiens	methyltransferase like 11A
ENSG00000125351	65109	Homo sapiens	UPF3 regulator of nonsense transcripts homolog B (yeast)
ENSG00000166900	6809	Homo sapiens	syntaxin 3
ENSG00000182054	3418	Homo sapiens	isocitrate dehydrogenase 2 (NADP+), mitochondrial
ENSG00000170946	120526	Homo sapiens	DnaJ (Hsp40) homolog, subfamily C, member 24
ENSG00000136709	55339	Homo sapiens	WD repeat domain 33
ENSG00000158850	8703	Homo sapiens	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 3
ENSG00000121486	81627	Homo sapiens	chromosome 1 open reading frame 25
ENSG00000170006	201799	Homo sapiens	transmembrane protein 154
ENSG00000112319	2070	Homo sapiens	eyes absent homolog 4 (Drosophila)
ENSG00000105556	54531	Homo sapiens	mesoderm induction early response 1, family member 2
ENSG00000089505	113540	Homo sapiens	CKLF-like MARVEL transmembrane domain containing 1
ENSG00000075711	1739	Homo sapiens	discs, large homolog 1 (Drosophila)
ENSG00000173436	440574	Homo sapiens	chromosome 1 open reading frame 151
ENSG00000142459	115704	Homo sapiens	ecotropic viral integration site 5-like
ENSG00000056998	8908	Homo sapiens	glycogenin 2
ENSG00000132254	23647	Homo sapiens	ADP-ribosylation factor interacting protein 2
ENSG00000128891	90416	Homo sapiens	chromosome 15 open reading frame 57
ENSG00000130811	8666	Homo sapiens	eukaryotic translation initiation factor 3, subunit G
ENSG00000165124	79987	Homo sapiens	sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1
ENSG00000130813	55337	Homo sapiens	chromosome 19 open reading frame 66
ENSG00000116095	65977	Homo sapiens	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 3
ENSG00000135045	55071	Homo sapiens	chromosome 9 open reading frame 40
ENSG00000148943	55327	Homo sapiens	lin-7 homolog C (C. elegans)
ENSG00000142949	5792	Homo sapiens	protein tyrosine phosphatase, receptor type, F
ENSG00000135047	1514	Homo sapiens	cathepsin L1
ENSG00000121274	64282	Homo sapiens	PAP associated domain containing 5
ENSG00000134184	2944	Homo sapiens	glutathione S-transferase mu 1
ENSG00000125363	265	Homo sapiens	amelogenin (amelogenesis imperfecta 1, X-linked)
ENSG00000114698	57088	Homo sapiens	phospholipid scramblase 4
ENSG00000130803	57693	Homo sapiens	zinc finger protein 317
ENSG00000120498	56159	Homo sapiens	testis expressed 11
ENSG00000132824	10955	Homo sapiens	serine incorporator 3
ENSG00000129250	10749	Homo sapiens	kinesin family member 1C
ENSG00000162236	6811	Homo sapiens	syntaxin 5
ENSG00000148935	2620	Homo sapiens	growth arrest-specific 2
ENSG00000162444	116362	Homo sapiens	retinol binding protein 7, cellular
ENSG00000169598	1677	Homo sapiens	DNA fragmentation factor, 40kDa, beta polypeptide (caspase-activated DNase)
ENSG00000173614	64802	Homo sapiens	nicotinamide nucleotide adenylyltransferase 1
ENSG00000143891	130589	Homo sapiens	galactose mutarotase (aldose 1-epimerase)
ENSG00000163131	1520	Homo sapiens	cathepsin S
ENSG00000135823	10228	Homo sapiens	syntaxin 6
ENSG00000182718	302	Homo sapiens	annexin A2 pseudogene 3; annexin A2; annexin A2 pseudogene 1
ENSG00000182718	303	Homo sapiens	annexin A2 pseudogene 3; annexin A2; annexin A2 pseudogene 1
ENSG00000182718	305	Homo sapiens	annexin A2 pseudogene 3; annexin A2; annexin A2 pseudogene 1
ENSG00000143753	8560	Homo sapiens	degenerative spermatocyte homolog 1, lipid desaturase (Drosophila)
ENSG00000182247	7325	Homo sapiens	ubiquitin-conjugating enzyme E2E 2 (UBC4/5 homolog, yeast)
ENSG00000212916	54627	Homo sapiens	KIAA1383
